Gene,locus_tag(gene),old_locus_tag(gene),locus_tag(cds),old_locus_tag(cds),codonStart,translTable,product,protein _id,Unnamed: 9
gene=complement(6653571..6656393),"locus_tag=""MXAN_RS25940""","old_locus_tag=""MXAN_5345""","locus_tag=""MXAN_RS25940""","old_locus_tag=""MXAN_5345""",codon_start=1,transl_table=11,"product=""preprotein translocase subunit SecA""","protein_id=""WP_011555310.1"" ",
gene=6656744..6657766,"locus_tag=""MXAN_RS25945""","old_locus_tag=""MXAN_5346""","locus_tag=""MXAN_RS25945""","old_locus_tag=""MXAN_5346""",codon_start=1,transl_table=11,"product=""23S rRNA (cytidine(2498)-2'-O)-methyltransferaseRlmM""","protein_id=""WP_011555311.1"" ",
gene=6657809..6658513,"locus_tag=""MXAN_RS25950""","old_locus_tag=""MXAN_5347""","locus_tag=""MXAN_RS25950""","old_locus_tag=""MXAN_5347""",codon_start=1,transl_table=11,"product=""diguanylate cyclase""","protein_id=""WP_011555312.1"" ",
gene=complement(6658759..6659676),"locus_tag=""MXAN_RS25955""","old_locus_tag=""MXAN_5348""","locus_tag=""MXAN_RS25955""","old_locus_tag=""MXAN_5348""",codon_start=1,transl_table=11,"product=""M23 family metallopeptidase""","protein_id=""WP_011555313.1"" ",
gene=complement(6659896..6660693),"locus_tag=""MXAN_RS25960""","old_locus_tag=""MXAN_5349""","locus_tag=""MXAN_RS25960""","old_locus_tag=""MXAN_5349""",codon_start=1,transl_table=11,"protein_id=""WP_011555314.1"" ",,
gene=complement(6660755..6662491),"locus_tag=""MXAN_RS25965""","old_locus_tag=""MXAN_5350""","locus_tag=""MXAN_RS25965""","old_locus_tag=""MXAN_5350""",codon_start=1,transl_table=11,"product=""DNA repair protein RecN""","protein_id=""WP_011555315.1"" ",
gene=complement(6662637..6665888),"locus_tag=""MXAN_RS25970""","old_locus_tag=""MXAN_5351""","locus_tag=""MXAN_RS25970""","old_locus_tag=""MXAN_5351""",codon_start=1,transl_table=11,"protein_id=""WP_011555316.1"" ",,
gene=6666289..6666843,"locus_tag=""MXAN_RS25975""","old_locus_tag=""MXAN_5352""","locus_tag=""MXAN_RS25975""","old_locus_tag=""MXAN_5352""",codon_start=1,transl_table=11,"product=""adenine phosphoribosyltransferase""","protein_id=""WP_011555317.1"" ",
gene=6667140..6667970,"locus_tag=""MXAN_RS25980""","old_locus_tag=""MXAN_5353""","locus_tag=""MXAN_RS25980""","old_locus_tag=""MXAN_5353""",codon_start=1,transl_table=11,"protein_id=""WP_011555318.1"" ",,
gene=complement(6667984..6668658),"locus_tag=""MXAN_RS25985""","old_locus_tag=""MXAN_5354""","locus_tag=""MXAN_RS25985""","old_locus_tag=""MXAN_5354""",codon_start=1,transl_table=11,"product=""hypothetical protein""","protein_id=""WP_225909426.1"" ",
gene=complement(6668668..6668835),"locus_tag=""MXAN_RS38245""","old_locus_tag=""MXAN_5355""","locus_tag=""MXAN_RS38245""","old_locus_tag=""MXAN_5355""",codon_start=1,transl_table=11,"product=""hypothetical protein""","protein_id=""WP_153881079.1"" ",
gene=6668961..6669569,"locus_tag=""MXAN_RS25990""","old_locus_tag=""MXAN_5356""","locus_tag=""MXAN_RS25990""","old_locus_tag=""MXAN_5356""",codon_start=1,transl_table=11,"product=""TetR family transcriptional regulator""","protein_id=""WP_011555321.1"" ",
gene=6669566..6670777,"locus_tag=""MXAN_RS25995""","old_locus_tag=""MXAN_5357""","locus_tag=""MXAN_RS25995""","old_locus_tag=""MXAN_5357""",codon_start=1,transl_table=11,"product=""MFS transporter""","protein_id=""WP_011555322.1"" ",
gene=6670777..6671274,"locus_tag=""MXAN_RS26000""","old_locus_tag=""MXAN_5358""","locus_tag=""MXAN_RS26000""","old_locus_tag=""MXAN_5358""",codon_start=1,transl_table=11,"product=""pantetheine-phosphate adenylyltransferase""","protein_id=""WP_026113756.1"" ",
gene=6671271..6672017,"locus_tag=""MXAN_RS26005""","old_locus_tag=""MXAN_5359""","locus_tag=""MXAN_RS26005""","old_locus_tag=""MXAN_5359""",codon_start=1,transl_table=11,"product=""MBL fold metallo-hydrolase""","protein_id=""WP_011555324.1"" ",
gene=complement(6672072..6673985),"locus_tag=""MXAN_RS26010""","old_locus_tag=""MXAN_5360""","locus_tag=""MXAN_RS26010""","old_locus_tag=""MXAN_5360""",codon_start=1,transl_table=11,"product=""alpha-amylase family glycosyl hydrolase""","protein_id=""WP_020477798.1"" ",
gene=6674228..6675838,"locus_tag=""MXAN_RS26015""","old_locus_tag=""MXAN_5361""","locus_tag=""MXAN_RS26015""","old_locus_tag=""MXAN_5361""",codon_start=1,transl_table=11,"protein_id=""WP_011555326.1"" ",,
gene=complement(6675854..6676630),"locus_tag=""MXAN_RS26020""","old_locus_tag=""MXAN_5362""","locus_tag=""MXAN_RS26020""","old_locus_tag=""MXAN_5362""",codon_start=1,transl_table=11,"product=""YdcF family protein""","protein_id=""WP_011555327.1"" ",
gene=complement(6676646..6677491),"locus_tag=""MXAN_RS26025""","old_locus_tag=""MXAN_5363""","locus_tag=""MXAN_RS26025""","old_locus_tag=""MXAN_5363""",codon_start=1,transl_table=11,"protein_id=""WP_026113757.1"" ",,
gene=complement(6677567..6679024),"locus_tag=""MXAN_RS26030""","old_locus_tag=""MXAN_5364""","locus_tag=""MXAN_RS26030""","old_locus_tag=""MXAN_5364""",codon_start=1,transl_table=11,"product=""sigma-54 dependent transcriptional regulator""","protein_id=""WP_011555329.1"" ",
gene=complement(6679021..6680604),"locus_tag=""MXAN_RS26035""","old_locus_tag=""MXAN_5365""","locus_tag=""MXAN_RS26035""","old_locus_tag=""MXAN_5365""",codon_start=1,transl_table=11,"product=""ATP-binding protein""","protein_id=""WP_011555330.1"" ",
gene=complement(6680774..6681736),"locus_tag=""MXAN_RS26040""","old_locus_tag=""MXAN_5366""","locus_tag=""MXAN_RS26040""","old_locus_tag=""MXAN_5366""",codon_start=1,transl_table=11,"product=""diguanylate cyclase""","protein_id=""WP_011555331.1"" ",
gene=6681841..6682632,"locus_tag=""MXAN_RS26045""","old_locus_tag=""MXAN_5367""","locus_tag=""MXAN_RS26045""","old_locus_tag=""MXAN_5367""",codon_start=1,transl_table=11,"product=""glycosyltransferase family 2 protein""","protein_id=""WP_011555332.1"" ",
gene=6682640..6683488,"locus_tag=""MXAN_RS26050""","old_locus_tag=""MXAN_5368""","locus_tag=""MXAN_RS26050""","old_locus_tag=""MXAN_5368""",codon_start=1,transl_table=11,"protein_id=""WP_011555333.1"" ",,
gene=complement(6683461..6684129),"locus_tag=""MXAN_RS26055""","old_locus_tag=""MXAN_5369""","locus_tag=""MXAN_RS26055""","old_locus_tag=""MXAN_5369""",codon_start=1,transl_table=11,"product=""class I SAM-dependent methyltransferase""","protein_id=""WP_011555334.1"" ",
gene=complement(6684126..6685259),"locus_tag=""MXAN_RS26060""","old_locus_tag=""MXAN_5370""","locus_tag=""MXAN_RS26060""","old_locus_tag=""MXAN_5370""",codon_start=1,transl_table=11,"product=""mannosyltransferase family protein""","protein_id=""WP_011555335.1"" ",
gene=complement(6685351..6687591),"locus_tag=""MXAN_RS26065""","old_locus_tag=""MXAN_5371""","locus_tag=""MXAN_RS26065""","old_locus_tag=""MXAN_5371""",codon_start=1,transl_table=11,"product=""fatty acid oxidation complex subunit alpha FadJ""","protein_id=""WP_011555336.1"" ",
gene=complement(6687591..6688892),"locus_tag=""MXAN_RS26070""","old_locus_tag=""MXAN_5372""","locus_tag=""MXAN_RS26070""","old_locus_tag=""MXAN_5372""",codon_start=1,transl_table=11,"product=""acetyl-CoA C-acyltransferase FadI""","protein_id=""WP_011555337.1"" ",
gene=complement(6689029..6690075),"locus_tag=""MXAN_RS26075""","old_locus_tag=""MXAN_5373""","locus_tag=""MXAN_RS26075""","old_locus_tag=""MXAN_5373""",codon_start=1,transl_table=11,"product=""uroporphyrinogen decarboxylase""","protein_id=""WP_011555338.1"" ",
gene=complement(6690129..6692474),"locus_tag=""MXAN_RS26080""","old_locus_tag=""MXAN_5374""","locus_tag=""MXAN_RS26080""","old_locus_tag=""MXAN_5374""",codon_start=1,transl_table=11,"product=""alpha-amylase family glycosyl hydrolase""","protein_id=""WP_225909427.1"" ",
gene=complement(6692489..6693985),"locus_tag=""MXAN_RS26085""","old_locus_tag=""MXAN_5375""","locus_tag=""MXAN_RS26085""","old_locus_tag=""MXAN_5375""",codon_start=1,transl_table=11,"product=""hypothetical protein""","protein_id=""WP_216608941.1"" ",
gene=complement(6694023..6696449),"locus_tag=""MXAN_RS26090""","old_locus_tag=""MXAN_5376""","locus_tag=""MXAN_RS26090""","old_locus_tag=""MXAN_5376""",codon_start=1,transl_table=11,"product=""glycogen-debranching protein""","protein_id=""WP_225909428.1"" ",
gene=6696704..6697792,"locus_tag=""MXAN_RS26095""","old_locus_tag=""MXAN_5377""","locus_tag=""MXAN_RS26095""","old_locus_tag=""MXAN_5377""",codon_start=1,transl_table=11,"product=""ABC transporter ATP-binding protein""","protein_id=""WP_011555342.1"" ",
gene=6697789..6699969,"locus_tag=""MXAN_RS26100""","old_locus_tag=""MXAN_5378""","locus_tag=""MXAN_RS26100""","old_locus_tag=""MXAN_5378""",codon_start=1,transl_table=11,"product=""extracellular solute-binding protein""","protein_id=""WP_011555343.1"" ",
gene=6699966..6700814,"locus_tag=""MXAN_RS26105""","old_locus_tag=""MXAN_5379""","locus_tag=""MXAN_RS26105""","old_locus_tag=""MXAN_5379""",codon_start=1,transl_table=11,"product=""sugar ABC transporter permease""","protein_id=""WP_011555344.1"" ",
gene=6700820..6703711,"locus_tag=""MXAN_RS26110""","old_locus_tag=""MXAN_5380""","locus_tag=""MXAN_RS26110""","old_locus_tag=""MXAN_5380""",codon_start=1,transl_table=11,"protein_id=""WP_225909429.1"" ",,
gene=6703858..6703929,"locus_tag=""MXAN_RS26115""","old_locus_tag=""MXAN_5381""","locus_tag=""MXAN_RS26115""","old_locus_tag=""MXAN_5381""",codon_start=1,,"product=""tRNA-Val"" ",,
gene=6703945..6704021,"locus_tag=""MXAN_RS26120""","old_locus_tag=""MXAN_5382""","locus_tag=""MXAN_RS26120""","old_locus_tag=""MXAN_5382""",codon_start=1,,"product=""tRNA-Asp"" ",,
gene=6704111..6704184,"locus_tag=""MXAN_RS26125""","old_locus_tag=""MXAN_5383""","locus_tag=""MXAN_RS26125""","old_locus_tag=""MXAN_5383""",codon_start=1,,"product=""tRNA-Asp"" ",,
gene=6704351..6704686,"locus_tag=""MXAN_RS26130""","old_locus_tag=""MXAN_5384""","locus_tag=""MXAN_RS26130""","old_locus_tag=""MXAN_5384""",codon_start=1,transl_table=11,"product=""hypothetical protein""","protein_id=""WP_231405654.1"" ",
gene=6704831..6705283,"locus_tag=""MXAN_RS26135""","old_locus_tag=""MXAN_5385""","locus_tag=""MXAN_RS26135""","old_locus_tag=""MXAN_5385""",codon_start=1,transl_table=11,"product=""GNAT family N-acetyltransferase""","protein_id=""WP_011555347.1"" ",
gene=6705462..6706547,"locus_tag=""MXAN_RS26140""","old_locus_tag=""MXAN_5386""","locus_tag=""MXAN_RS26140""","old_locus_tag=""MXAN_5386""",codon_start=1,transl_table=11,"product=""MBL fold metallo-hydrolase""","protein_id=""WP_043611520.1"" ",
gene=complement(6706777..6708336),"locus_tag=""MXAN_RS26145""","old_locus_tag=""MXAN_5387""","locus_tag=""MXAN_RS26145""","old_locus_tag=""MXAN_5387""",codon_start=1,transl_table=11,"product=""hypothetical protein""","protein_id=""WP_020477801.1"" ",
gene=complement(6708605..6708739),"locus_tag=""MXAN_RS39155""","old_locus_tag=""MXAN_5388""","locus_tag=""MXAN_RS39155""","old_locus_tag=""MXAN_5388""",codon_start=1,transl_table=11,"product=""hypothetical protein""","protein_id=""WP_255508193.1"" ",
gene=6709014..6710147,"locus_tag=""MXAN_RS26150""","old_locus_tag=""MXAN_5389""","locus_tag=""MXAN_RS26150""","old_locus_tag=""MXAN_5389""",codon_start=1,transl_table=11,"protein_id=""WP_011555351.1"" ",,
gene=6710392..6710658,"locus_tag=""MXAN_RS26155""","old_locus_tag=""MXAN_5390""","locus_tag=""MXAN_RS26155""","old_locus_tag=""MXAN_5390""",codon_start=1,transl_table=11,"product=""hypothetical protein""","protein_id=""WP_011555352.1"" ",
gene=complement(6711252..6712457),"locus_tag=""MXAN_RS26160""","old_locus_tag=""MXAN_5391""","locus_tag=""MXAN_RS26160""","old_locus_tag=""MXAN_5391""",codon_start=1,transl_table=11,"product=""hypothetical protein""","protein_id=""WP_020477804.1"" ",
gene=complement(6712578..6712955),"locus_tag=""MXAN_RS37845""",,"locus_tag=""MXAN_RS37845""",,codon_start=1,transl_table=11,"product=""hypothetical protein""","protein_id=""WP_141276859.1"" ",
gene=6712981..6714276,"locus_tag=""MXAN_RS26165""","old_locus_tag=""MXAN_5392""","locus_tag=""MXAN_RS26165""","old_locus_tag=""MXAN_5392""",codon_start=1,transl_table=11,"product=""M57 family metalloprotease""","protein_id=""WP_225909431.1"" ",
gene=6714633..>6714752,"locus_tag=""MXAN_RS39390""",,"locus_tag=""MXAN_RS39390""",,codon_start=1,,"product=""hypothetical protein"" ",,
gene=complement(6714942..6715967),"locus_tag=""MXAN_RS26175""","old_locus_tag=""MXAN_5394""","locus_tag=""MXAN_RS26175""","old_locus_tag=""MXAN_5394""",codon_start=1,transl_table=11,"product=""serine protease""","protein_id=""WP_011555356.1"" ",
gene=complement(6716750..6716926),"locus_tag=""MXAN_RS38250""","old_locus_tag=""MXAN_5395""","locus_tag=""MXAN_RS38250""","old_locus_tag=""MXAN_5395""",codon_start=1,transl_table=11,"product=""hypothetical protein""","protein_id=""WP_011555357.1"" ",
gene=6717227..6718090,"locus_tag=""MXAN_RS26180""","old_locus_tag=""MXAN_5397""","locus_tag=""MXAN_RS26180""","old_locus_tag=""MXAN_5397""",codon_start=1,transl_table=11,"protein_id=""WP_011555359.1"" ",,
gene=complement(6718110..6718517),"locus_tag=""MXAN_RS26185""","old_locus_tag=""MXAN_5398""","locus_tag=""MXAN_RS26185""","old_locus_tag=""MXAN_5398""",codon_start=1,transl_table=11,"product=""DUF1501 domain-containing protein""","protein_id=""WP_011555360.1"" ",
gene=complement(6718484..6718906),"locus_tag=""MXAN_RS26190""","old_locus_tag=""MXAN_5399""","locus_tag=""MXAN_RS26190""","old_locus_tag=""MXAN_5399""",codon_start=1,transl_table=11,"product=""hypothetical protein""","protein_id=""WP_011555361.1"" ",
gene=6719618..6721291,"locus_tag=""MXAN_RS26195""","old_locus_tag=""MXAN_5400""","locus_tag=""MXAN_RS26195""","old_locus_tag=""MXAN_5400""",codon_start=1,transl_table=11,"product=""hypothetical protein""","protein_id=""WP_011555362.1"" ",
gene=6721908..6722114,"locus_tag=""MXAN_RS37045""",,"locus_tag=""MXAN_RS37045""",,codon_start=1,transl_table=11,"product=""hypothetical protein""","protein_id=""WP_231405839.1"" ",
gene=6722370..6723707,"locus_tag=""MXAN_RS26200""","old_locus_tag=""MXAN_5402""","locus_tag=""MXAN_RS26200""","old_locus_tag=""MXAN_5402""",codon_start=1,transl_table=11,"product=""cytochrome B6""","protein_id=""WP_225888000.1"" ",
gene=complement(6724436..6725404),"locus_tag=""MXAN_RS26210""","old_locus_tag=""MXAN_5404""","locus_tag=""MXAN_RS26210""","old_locus_tag=""MXAN_5404""",codon_start=1,transl_table=11,"product=""DUF6624 domain-containing protein""","protein_id=""WP_216609407.1"" ",
gene=6725741..6726985,"locus_tag=""MXAN_RS26215""","old_locus_tag=""MXAN_5405""","locus_tag=""MXAN_RS26215""","old_locus_tag=""MXAN_5405""",codon_start=1,transl_table=11,"product=""hypothetical protein""","protein_id=""WP_020477811.1"" ",
gene=6727155..6727568,"locus_tag=""MXAN_RS26220""","old_locus_tag=""MXAN_5406""","locus_tag=""MXAN_RS26220""","old_locus_tag=""MXAN_5406""",codon_start=1,transl_table=11,"product=""DUF1801 domain-containing protein""","protein_id=""WP_011555368.1"" ",
gene=complement(6727703..6728773),"locus_tag=""MXAN_RS26225""","old_locus_tag=""MXAN_5407""","locus_tag=""MXAN_RS26225""","old_locus_tag=""MXAN_5407""",codon_start=1,transl_table=11,"product=""linear amide C-N hydrolase""","protein_id=""WP_011555369.1"" ",
gene=complement(6729113..6732955),"locus_tag=""MXAN_RS26230""","old_locus_tag=""MXAN_5408""","locus_tag=""MXAN_RS26230""","old_locus_tag=""MXAN_5408""",codon_start=1,transl_table=11,"product=""Ig-like domain-containing protein""","protein_id=""WP_011555370.1"" ",
gene=6733155..6733388,"locus_tag=""MXAN_RS26235""",,"locus_tag=""MXAN_RS26235""",,codon_start=1,transl_table=11,"product=""hypothetical protein""","protein_id=""WP_020477813.1"" ",
gene=complement(6733475..6734734),"locus_tag=""MXAN_RS26240""","old_locus_tag=""MXAN_5410""","locus_tag=""MXAN_RS26240""","old_locus_tag=""MXAN_5410""",codon_start=1,transl_table=11,"product=""RNA polymerase sigma factor""","protein_id=""WP_020477814.1"" ",
gene=complement(6734734..6735135),"locus_tag=""MXAN_RS26245""","old_locus_tag=""MXAN_5411""","locus_tag=""MXAN_RS26245""","old_locus_tag=""MXAN_5411""",codon_start=1,transl_table=11,"product=""YciI family protein""","protein_id=""WP_020477815.1"" ",
gene=complement(6735718..6737562),"locus_tag=""MXAN_RS26250""","old_locus_tag=""MXAN_5412""","locus_tag=""MXAN_RS26250""","old_locus_tag=""MXAN_5412""",codon_start=1,transl_table=11,"product=""M48 family metallopeptidase""","protein_id=""WP_171452364.1"" ",
gene=6737753..6739420,"locus_tag=""MXAN_RS26255""","old_locus_tag=""MXAN_5413""","locus_tag=""MXAN_RS26255""","old_locus_tag=""MXAN_5413""",codon_start=1,transl_table=11,"product=""hypothetical protein""","protein_id=""WP_011555375.1"" ",
gene=complement(6739417..6742677),"locus_tag=""MXAN_RS26260""","old_locus_tag=""MXAN_5414""","locus_tag=""MXAN_RS26260""","old_locus_tag=""MXAN_5414""",codon_start=1,transl_table=11,"product=""hypothetical protein""","protein_id=""WP_225909434.1"" ",
gene=complement(6742840..6742968),"locus_tag=""MXAN_RS39160""",,"locus_tag=""MXAN_RS39160""",,codon_start=1,transl_table=11,"product=""hypothetical protein""","protein_id=""WP_020477816.1"" ",
gene=6743294..6743470,"locus_tag=""MXAN_RS38255""","old_locus_tag=""MXAN_5415""","locus_tag=""MXAN_RS38255""","old_locus_tag=""MXAN_5415""",codon_start=1,transl_table=11,"product=""hypothetical protein""","protein_id=""WP_020477817.1"" ",
gene=6743613..6744536,"locus_tag=""MXAN_RS26265""","old_locus_tag=""MXAN_5416""","locus_tag=""MXAN_RS26265""","old_locus_tag=""MXAN_5416""",codon_start=1,transl_table=11,"product=""hypothetical protein""","protein_id=""WP_011555378.1"" ",
gene=6745204..6747069,"locus_tag=""MXAN_RS26270""","old_locus_tag=""MXAN_5417""","locus_tag=""MXAN_RS26270""","old_locus_tag=""MXAN_5417""",codon_start=1,transl_table=11,"product=""S8 family serine peptidase""","protein_id=""WP_020477819.1"" ",
gene=6747364..6747993,"locus_tag=""MXAN_RS26280""","old_locus_tag=""MXAN_5418""","locus_tag=""MXAN_RS26280""","old_locus_tag=""MXAN_5418""",codon_start=1,transl_table=11,"product=""NUDIX hydrolase""","protein_id=""WP_011555380.1"" ",
gene=complement(6748056..6750422),"locus_tag=""MXAN_RS26285""","old_locus_tag=""MXAN_5419""","locus_tag=""MXAN_RS26285""","old_locus_tag=""MXAN_5419""",codon_start=1,transl_table=11,"product=""ABC transporter permease""","protein_id=""WP_011555381.1"" ",
gene=complement(6750654..6751895),"locus_tag=""MXAN_RS26290""","old_locus_tag=""MXAN_5420""","locus_tag=""MXAN_RS26290""","old_locus_tag=""MXAN_5420""",codon_start=1,transl_table=11,"product=""amidohydrolase family protein""","protein_id=""WP_026113759.1"" ",
gene=complement(6751913..6752374),"locus_tag=""MXAN_RS26295""","old_locus_tag=""MXAN_5421""","locus_tag=""MXAN_RS26295""","old_locus_tag=""MXAN_5421""",codon_start=1,transl_table=11,"product=""nucleoside deaminase""","protein_id=""WP_011555383.1"" ",
gene=complement(6752374..6753027),"locus_tag=""MXAN_RS26300""","old_locus_tag=""MXAN_5422""","locus_tag=""MXAN_RS26300""","old_locus_tag=""MXAN_5422""",codon_start=1,transl_table=11,"product=""ankyrin repeat domain-containing protein""","protein_id=""WP_225909436.1"" ",
gene=6753581..6754270,"locus_tag=""MXAN_RS26305""","old_locus_tag=""MXAN_5423""","locus_tag=""MXAN_RS26305""","old_locus_tag=""MXAN_5423""",codon_start=1,transl_table=11,"product=""phosphoribosyltransferase""","protein_id=""WP_011555385.1"" ",
gene=6754473..6754649,"locus_tag=""MXAN_RS26310""","old_locus_tag=""MXAN_5424""","locus_tag=""MXAN_RS26310""","old_locus_tag=""MXAN_5424""",codon_start=1,transl_table=11,"product=""FmdB family zinc ribbon protein""","protein_id=""WP_011555386.1"" ",
